index,breed_primary,size
27049,Akita,Large
27050,Labrador Retriever,Medium
27051,Labrador Retriever,Medium
27052,Bullmastiff,Large
27053,Bullmastiff,Large
27054,Shepherd,Large
27055,Mixed Breed,Large
27056,Pit Bull Terrier,Medium
27057,Pit Bull Terrier,Medium
27058,Pug,Medium
27059,Labrador Retriever,Medium
27060,Mixed Breed,Medium
27061,American Bulldog,Medium
27062,American Bulldog,Medium
27063,Mixed Breed,Large
27064,Mixed Breed,Large
27065,Mixed Breed,Medium
27066,Mixed Breed,Large
27067,Mixed Breed,Large
27068,Labrador Retriever,Medium
27069,Husky,Medium
27070,Chihuahua,Small
27071,Miniature Pinscher,Small
27072,Hound,Medium
27073,Labrador Retriever,Medium
27074,Labrador Retriever,Medium
27075,Mixed Breed,Large
27076,Coonhound,Large
27077,Mixed Breed,Large
27078,Labrador Retriever,Large
27079,Shih Tzu,Small
27080,Labrador Retriever,Large
27081,Labrador Retriever,Medium
27082,Mixed Breed,Large
27083,Mixed Breed,Large
27084,Mixed Breed,Large
27085,Mixed Breed,Medium
27086,Mixed Breed,Medium
27087,Pit Bull Terrier,Medium
27088,Rottweiler,Medium
27089,Ibizan Hound,Medium
27090,Jack Russell Terrier,Medium
27091,Pit Bull Terrier,Large
27092,Mixed Breed,Medium
27093,Mixed Breed,Large
27094,Mixed Breed,Large
27095,Shepherd,Medium
27096,Mixed Breed,Medium
27097,Mixed Breed,Large
27098,Mixed Breed,Medium
27099,Beagle,Medium
27100,Italian Greyhound,Small
27101,Mixed Breed,Medium
27102,Mixed Breed,Medium
27103,Mixed Breed,Medium
27104,Border Collie,Large
27105,German Shepherd Dog,Large
27106,Staffordshire Bull Terrier,Medium
27107,Doberman Pinscher,Large
27108,Hound,Medium
27109,Black Labrador Retriever,Medium
27110,Pit Bull Terrier,Medium
27111,Chihuahua,Small
27112,Boxer,Medium
27113,Dachshund,Small
27114,Mixed Breed,Large
27115,American Staffordshire Terrier,Medium
27116,Dachshund,Small
27117,American Staffordshire Terrier,Medium
27118,Pit Bull Terrier,Large
27119,Labrador Retriever,Medium
27120,Pit Bull Terrier,Medium
27121,Labrador Retriever,Large
27122,Mixed Breed,Large
27123,Mixed Breed,Large
27124,Mixed Breed,Large
27125,Mixed Breed,Large
27126,Mixed Breed,Large
27127,Labrador Retriever,Medium
27128,Pit Bull Terrier,Medium
27129,Pit Bull Terrier,Medium
27130,Mixed Breed,Large
27131,Mixed Breed,Large
27132,Mixed Breed,Medium
27133,Mixed Breed,Large
27134,Mixed Breed,Medium
27135,Mixed Breed,Medium
27136,Mixed Breed,Medium
27137,Mixed Breed,Medium
27138,Mixed Breed,Medium
27139,Mixed Breed,Medium
27140,Mixed Breed,Medium
27141,Dogue de Bordeaux,Large
27142,Mixed Breed,Medium
27143,Rottweiler,Medium
27144,Mixed Breed,Medium
27145,Mixed Breed,Medium
27146,Mixed Breed,Medium
27147,German Shepherd Dog,Extra Large
27148,Terrier,Medium
27149,Labrador Retriever,Medium
27150,Mixed Breed,Large
27151,American Bulldog,Medium
27152,American Bulldog,Medium
27153,Mixed Breed,Large
27154,Mixed Breed,Large
27155,Mixed Breed,Medium
27156,Labrador Retriever,Medium
27157,Mixed Breed,Medium
27158,Mixed Breed,Large
27159,Akita,Large
27160,Mixed Breed,Large
27161,Mixed Breed,Large
27162,Mixed Breed,Medium
27163,Mixed Breed,Large
27164,Mixed Breed,Medium
27165,Mixed Breed,Large
27166,Jack Russell Terrier,Small
27167,Black Mouth Cur,Medium
27168,Staffordshire Bull Terrier,Medium
27169,Mixed Breed,Medium
27170,Mixed Breed,Medium
27171,Labrador Retriever,Medium
27172,Chihuahua,Small
27173,Dachshund,Medium
27174,Shepherd,Medium
27175,Hound,Medium
27176,Pug,Medium
27177,Chihuahua,Small
27178,Terrier,Small
27179,Mixed Breed,Medium
27180,Mixed Breed,Medium
27181,Mixed Breed,Large
27182,Mixed Breed,Medium
27183,Schnauzer,Medium
27184,Rat Terrier,Small
27185,Pit Bull Terrier,Large
27186,Labrador Retriever,Medium
27187,English Bulldog,Large
27188,American Bulldog,Medium
27189,Mixed Breed,Medium
27190,Shih Tzu,Small
27191,Shih Tzu,Small
27192,Mixed Breed,Medium
27193,Mixed Breed,Large
27194,Boxer,Medium
27195,English Pointer,Large
27196,Mixed Breed,Medium
27197,American Bulldog,Medium
27198,Greyhound,Medium
27199,Mixed Breed,Large
27200,Mixed Breed,Large
27201,Mixed Breed,Large
27202,Mixed Breed,Large
27203,Labrador Retriever,Large
27204,Chihuahua,Small
27205,Labrador Retriever,Large
27206,Mixed Breed,Medium
27207,Terrier,Small
27208,Mixed Breed,Large
27209,Mixed Breed,Medium
27210,Mixed Breed,Medium
27211,Beagle,Medium
27212,Husky,Large
27213,Yorkshire Terrier,Small
27214,Pit Bull Terrier,Medium
27215,Mixed Breed,Medium
27216,Border Collie,Medium
27217,Pit Bull Terrier,Medium
27218,Labrador Retriever,Medium
27219,Labrador Retriever,Medium
27220,Hound,Medium
27221,Labrador Retriever,Large
27222,Labrador Retriever,Medium
27223,Mixed Breed,Medium
27224,Mixed Breed,Large
27225,Mixed Breed,Large
27226,Mixed Breed,Large
27227,Mixed Breed,Large
27228,Boxer,Medium
27229,Wirehaired Terrier,Medium
27230,Pit Bull Terrier,Large
27231,Belgian Shepherd / Malinois,Medium
27232,Mixed Breed,Large
27233,Mixed Breed,Large
27234,Mixed Breed,Large
27235,Mixed Breed,Medium
27236,Labrador Retriever,Medium
27237,Labrador Retriever,Medium
27238,Black Labrador Retriever,Medium
27239,German Shepherd Dog,Medium
27240,Mixed Breed,Large
27241,Boxer,Large
27242,Akita,Large
27243,Boxer,Large
27244,Mixed Breed,Medium
27245,Mixed Breed,Medium
27246,Mixed Breed,Medium
27247,Labrador Retriever,Medium
27248,Boston Terrier,Medium
27249,Labrador Retriever,Medium
27250,Mixed Breed,Medium
27251,Weimaraner,Large
27252,Beagle,Medium
27253,Mixed Breed,Large
27254,Mixed Breed,Medium
27255,Mixed Breed,Medium
27256,Mixed Breed,Large
27257,Mixed Breed,Medium
27258,Dachshund,Small
27259,American Bulldog,Medium
27260,Pointer,Large
27261,Pointer,Large
27262,Pointer,Large
27263,Mixed Breed,Large
27264,Mixed Breed,Medium
27265,Mixed Breed,Medium
27266,Mixed Breed,Large
27267,Mixed Breed,Medium
27268,Mixed Breed,Large
27269,Mixed Breed,Large
27270,Jack Russell Terrier,Small
27271,Chihuahua,Small
27272,Pointer,Medium
27273,Pug,Medium
27274,Terrier,Medium
27275,Terrier,Medium
27276,Terrier,Small
27277,Labrador Retriever,Medium
27278,Plott Hound,Medium
27279,Shepherd,Medium
27280,Mixed Breed,Large
27281,Mixed Breed,Large
27282,Labrador Retriever,Medium
27283,Mixed Breed,Medium
27284,Mixed Breed,Medium
27285,Labrador Retriever,Large
27286,American Bulldog,Medium
27287,Boxer,Medium
27288,Mixed Breed,Large
27289,Labrador Retriever,Medium
27290,Belgian Shepherd / Malinois,Medium
27291,Husky,Medium
27292,Basset Hound,Medium
27293,Mixed Breed,Medium
27294,Black Labrador Retriever,Medium
27295,Mixed Breed,Large
27296,American Bulldog,Large
27297,Boxer,Medium
27298,Beagle,Medium
27299,Great Pyrenees,Large
27300,Chihuahua,Small
27301,Mixed Breed,Large
27302,Mixed Breed,Medium
27303,Mixed Breed,Large
27304,Labrador Retriever,Medium
27305,Boxer,Medium
27306,Boxer,Medium
27307,Mixed Breed,Medium
27308,Mixed Breed,Medium
27309,Mixed Breed,Large
27310,Mixed Breed,Large
27311,Chihuahua,Small
27312,Cairn Terrier,Small
27313,Cairn Terrier,Small
27314,Miniature Pinscher,Small
27315,Miniature Pinscher,Small
27316,Dachshund,Small
27317,Labrador Retriever,Large
27318,Australian Shepherd,Medium
27319,Boxer,Large
27320,Mixed Breed,Large
27321,Mixed Breed,Medium
27322,Mixed Breed,Large
27323,Mixed Breed,Large
27324,Labrador Retriever,Medium
27325,Australian Cattle Dog / Blue Heeler,Medium
27326,Husky,Small
27327,Shepherd,Medium
27328,Labrador Retriever,Small
27329,Basset Hound,Small
27330,Labrador Retriever,Small
27331,Shepherd,Small
27332,American Bulldog,Small
27333,Bull Terrier,Small
27334,American Staffordshire Terrier,Small
27335,Collie,Small
27336,American Bulldog,Medium
27337,Chocolate Labrador Retriever,Small
27338,American Bulldog,Small
27339,American Bulldog,Small
27340,Labrador Retriever,Small
27341,Shar-Pei,Medium
27342,Cattle Dog,Small
27343,Labrador Retriever,Medium
27344,Labrador Retriever,Medium
27345,Labrador Retriever,Small
27346,American Bulldog,Medium
27347,American Bulldog,Medium
27348,American Bulldog,Medium
27349,American Bulldog,Medium
27350,Great Dane,Large
27351,Labrador Retriever,Medium
27352,Boxer,Medium
27353,American Bulldog,Medium
27354,Labrador Retriever,Small
27355,Shepherd,Medium
27356,American Bulldog,Medium
27357,Labrador Retriever,Small
27358,Border Collie,Medium
27359,American Bulldog,Small
27360,American Bulldog,Medium
27361,Labrador Retriever,Small
27362,Labrador Retriever,Medium
27363,Labrador Retriever,Small
27364,Boxer,Medium
27365,Pointer,Small
27366,American Bulldog,Large
27367,Hound,Large
27368,Plott Hound,Medium
27369,Mixed Breed,Large
27370,Mixed Breed,Large
27371,Terrier,Large
27372,Maltese,Small
27373,Pit Bull Terrier,Large
27374,Mixed Breed,Large
27375,Mixed Breed,Medium
27376,Mixed Breed,Large
27377,Labrador Retriever,Medium
27378,Shepherd,Large
27379,Hound,Medium
27380,Australian Cattle Dog / Blue Heeler,Medium
27381,Mixed Breed,Medium
27382,Pit Bull Terrier,Medium
27383,Mixed Breed,Large
27384,Mixed Breed,Large
27385,Mixed Breed,Large
27386,Mixed Breed,Large
27387,Mixed Breed,Medium
27388,Black Mouth Cur,Medium
27389,Great Dane,Extra Large
27390,Shih Tzu,Small
27391,Pit Bull Terrier,Medium
27392,Australian Shepherd,Medium
27393,American Staffordshire Terrier,Medium
27394,Terrier,Medium
27395,Mixed Breed,Large
27396,Mixed Breed,Large
27397,Labrador Retriever,Medium
27398,Labrador Retriever,Large
27399,Boxer,Medium
27400,Chihuahua,Small
27401,Chihuahua,Small
27402,Jack Russell Terrier,Small
27403,Dachshund,Medium
27404,Mixed Breed,Small
27405,Italian Greyhound,Small
27406,Labrador Retriever,Medium
27407,Mixed Breed,Large
27408,Labrador Retriever,Medium
27409,Terrier,Medium
27410,Mixed Breed,Large
27411,Mixed Breed,Medium
27412,Great Pyrenees,Large
27413,Rottweiler,Medium
27414,Labrador Retriever,Medium
27415,Mixed Breed,Medium
27416,Mixed Breed,Large
27417,Labrador Retriever,Medium
27418,German Shepherd Dog,Medium
27419,Hound,Medium
27420,Border Collie,Medium
27421,German Shepherd Dog,Medium
27422,American Staffordshire Terrier,Medium
27423,Labrador Retriever,Medium
27424,Mixed Breed,Large
27425,Hound,Medium
27426,German Shepherd Dog,Large
27427,Hound,Medium
27428,Labrador Retriever,Medium
27429,Mixed Breed,Large
27430,Boxer,Large
27431,Terrier,Medium
27432,Dachshund,Medium
27433,Terrier,Medium
27434,Dachshund,Medium
27435,Mixed Breed,Medium
27436,Mixed Breed,Large
27437,Pit Bull Terrier,Medium
27438,Shepherd,Large
27439,Pit Bull Terrier,Medium
27440,Poodle,Small
27441,Doberman Pinscher,Large
27442,Hound,Large
27443,Mixed Breed,Large
27444,Mixed Breed,Medium
27445,Mixed Breed,Large
27446,Mixed Breed,Large
27447,Shepherd,Medium
27448,Border Terrier,Medium
27449,Chihuahua,Small
27450,Irish Setter,Medium
27451,Labrador Retriever,Medium
27452,Chihuahua,Small
27453,Catahoula Leopard Dog,Medium
27454,Jack Russell Terrier,Small
27455,Mastiff,Large
27456,Yellow Labrador Retriever,Large
27457,Mixed Breed,Large
27458,Basset Hound,Medium
27459,Boxer,Large
27460,Boxer,Large
27461,Labrador Retriever,Large
27462,Mixed Breed,Large
27463,Shepherd,Large
27464,Pit Bull Terrier,Large
27465,Mixed Breed,Large
27466,Mixed Breed,Large
27467,Mixed Breed,Large
27468,Mixed Breed,Large
27469,Mixed Breed,Medium
27470,Mixed Breed,Large
27471,Mixed Breed,Large
27472,Mixed Breed,Medium
27473,Mixed Breed,Medium
27474,Mixed Breed,Medium
27475,Mixed Breed,Medium
27476,Mixed Breed,Medium
27477,Mixed Breed,Medium
27478,Labrador Retriever,Large
27479,American Staffordshire Terrier,Medium
27480,Hound,Medium
27481,American Bulldog,Medium
27482,Terrier,Medium
27483,American Staffordshire Terrier,Medium
27484,Mixed Breed,Large
27485,Pit Bull Terrier,Large
27486,Mixed Breed,Medium
27487,Beagle,Medium
27488,Boxer,Medium
27489,Great Dane,Large
27490,Beagle,Medium
27491,Labrador Retriever,Medium
27492,Mixed Breed,Medium
27493,American Staffordshire Terrier,Medium
27494,Labrador Retriever,Medium
27495,Labrador Retriever,Large
27496,Dachshund,Small
27497,Mixed Breed,Medium
27498,American Staffordshire Terrier,Medium
27499,American Staffordshire Terrier,Medium
27500,Boxer,Medium
27501,Dachshund,Small
27502,Rottweiler,Large
27503,Rottweiler,Large
27504,Doberman Pinscher,Large
27505,Mixed Breed,Large
27506,Terrier,Medium
27507,Bichon Frise,Small
27508,Bichon Frise,Small
27509,Bichon Frise,Small
27510,Chow Chow,Medium
27511,Papillon,Small
27512,Miniature Pinscher,Small
27513,Miniature Schnauzer,Small
27514,Retriever,Medium
27515,Mixed Breed,Medium
27516,Mixed Breed,Medium
27517,Mixed Breed,Large
27518,Mixed Breed,Medium
27519,Mixed Breed,Large
27520,Mixed Breed,Medium
27521,Mixed Breed,Large
27522,Mixed Breed,Medium
27523,Mixed Breed,Medium
27524,Mixed Breed,Large
27525,Mixed Breed,Large
27526,Miniature Pinscher,Small
27527,Mixed Breed,Large
27528,Mixed Breed,Large
27529,Pit Bull Terrier,Medium
27530,Great Pyrenees,Extra Large
27531,Boxer,Large
27532,Boxer,Large
27533,Boxer,Large
27534,Mixed Breed,Large
27535,Bullmastiff,Extra Large
27536,American Bulldog,Large
27537,Labrador Retriever,Medium
27538,Great Pyrenees,Extra Large
27539,Terrier,Medium
27540,Jack Russell Terrier,Medium
27541,Dachshund,Medium
27542,Mixed Breed,Large
27543,Mixed Breed,Large
27544,Mixed Breed,Large
27545,Mixed Breed,Large
27546,Labrador Retriever,Medium
27547,Black Labrador Retriever,Medium
27548,Mixed Breed,Medium
27549,Mixed Breed,Large
27550,Pit Bull Terrier,Medium
27551,Labrador Retriever,Medium
27552,Mixed Breed,Large
27553,Mixed Breed,Small
27554,Anatolian Shepherd,Medium
27555,Terrier,Medium
27556,Anatolian Shepherd,Large
27557,Dachshund,Small
27558,Pit Bull Terrier,Medium
27559,Mixed Breed,Large
27560,Mixed Breed,Large
27561,Labrador Retriever,Medium
27562,Mixed Breed,Large
27563,Pit Bull Terrier,Medium
27564,Terrier,Small
27565,Mixed Breed,Medium
27566,Labrador Retriever,Medium
27567,Labrador Retriever,Large
27568,Shepherd,Medium
27569,Mixed Breed,Large
27570,Redbone Coonhound,Large
27571,Bull Terrier,Large
27572,Poodle,Small
27573,Pit Bull Terrier,Medium
27574,Australian Cattle Dog / Blue Heeler,Small
27575,Mixed Breed,Large
27576,Hound,Medium
27577,Labrador Retriever,Large
27578,American Staffordshire Terrier,Large
27579,Boxer,Medium
27580,Mixed Breed,Large
27581,Mixed Breed,Medium
27582,Mixed Breed,Large
27583,Labrador Retriever,Medium
27584,Labrador Retriever,Medium
27585,Mixed Breed,Large
27586,Wirehaired Terrier,Medium
27587,Labrador Retriever,Medium
27588,Corgi,Small
27589,German Shepherd Dog,Large
27590,German Shepherd Dog,Medium
27591,Pit Bull Terrier,Medium
27592,Mixed Breed,Medium
27593,Hound,Large
27594,Shepherd,Large
27595,Miniature Pinscher,Medium
27596,Labrador Retriever,Large
27597,Pit Bull Terrier,Medium
27598,Mixed Breed,Large
27599,Pit Bull Terrier,Medium
27600,Redbone Coonhound,Medium
27601,Mixed Breed,Large
27602,Pit Bull Terrier,Large
27603,Mixed Breed,Large
27604,Mixed Breed,Medium
27605,Shar-Pei,Medium
27606,Labrador Retriever,Medium
27607,Husky,Extra Large
27608,Husky,Extra Large
27609,Corgi,Small
27610,Boxer,Medium
27611,Catahoula Leopard Dog,Medium
27612,Rottweiler,Large
27613,American Bulldog,Medium
27614,Mixed Breed,Large
27615,Miniature Pinscher,Small
27616,Shih Tzu,Small
27617,Shih Tzu,Small
27618,Mixed Breed,Large
27619,Basset Hound,Small
27620,Labrador Retriever,Medium
27621,Labrador Retriever,Medium
27622,Labrador Retriever,Medium
27623,Mixed Breed,Large
27624,Terrier,Medium
27625,Mixed Breed,Medium
27626,Labrador Retriever,Medium
27627,Labrador Retriever,Medium
27628,American Staffordshire Terrier,Medium
27629,Mixed Breed,Large
27630,Mixed Breed,Large
27631,Mixed Breed,Large
27632,Mixed Breed,Large
27633,Mixed Breed,Medium
27634,Chihuahua,Small
27635,Chihuahua,Small
27636,Jack Russell Terrier,Small
27637,Spitz,Large
27638,Terrier,Small
27639,Jack Russell Terrier,Small
27640,Mixed Breed,Large
27641,Retriever,Large
27642,Great Pyrenees,Large
27643,American Bulldog,Large
27644,Mixed Breed,Large
27645,Mixed Breed,Large
27646,Mixed Breed,Large
27647,Mixed Breed,Large
27648,Mixed Breed,Medium
27649,Chihuahua,Small
27650,Mixed Breed,Large
27651,Mixed Breed,Large
27652,Mixed Breed,Large
27653,Mixed Breed,Large
27654,Mixed Breed,Large
27655,Mixed Breed,Medium
27656,Pit Bull Terrier,Medium
27657,Basset Hound,Medium
27658,American Staffordshire Terrier,Medium
27659,Labrador Retriever,Medium
27660,Mixed Breed,Large
27661,Pit Bull Terrier,Large
27662,Akita,Large
27663,Mixed Breed,Small
27664,Mixed Breed,Large
27665,Mixed Breed,Large
27666,Mixed Breed,Medium
27667,Mixed Breed,Medium
27668,Mixed Breed,Large
27669,Mastiff,Large
27670,Mastiff,Large
27671,American Staffordshire Terrier,Medium
27672,Mixed Breed,Large
27673,Mixed Breed,Large
27674,Mixed Breed,Large
27675,Mixed Breed,Medium
27676,Mixed Breed,Large
27677,Mixed Breed,Large
27678,American Bulldog,Large
27679,Labrador Retriever,Medium
27680,Labrador Retriever,Large
27681,Jack Russell Terrier,Small
27682,Pit Bull Terrier,Medium
27683,Pit Bull Terrier,Medium
27684,American Bulldog,Large
27685,Dogue de Bordeaux,Extra Large
27686,Cane Corso,Extra Large
27687,Mixed Breed,Large
27688,Pit Bull Terrier,Medium
27689,American Staffordshire Terrier,Medium
27690,Great Pyrenees,Large
27691,Mixed Breed,Large
27692,Labrador Retriever,Large
27693,Labrador Retriever,Large
27694,Pit Bull Terrier,Medium
27695,Chocolate Labrador Retriever,Small
27696,Pit Bull Terrier,Medium
27697,Shih Tzu,Small
27698,Mixed Breed,Large
27699,Terrier,Small
27700,Akita,Extra Large
27701,Pit Bull Terrier,Medium
27702,Mixed Breed,Large
27703,German Shepherd Dog,Medium
27704,Chihuahua,Small
27705,Bull Terrier,Large
27706,Staffordshire Bull Terrier,Medium
27707,Mixed Breed,Large
27708,Mixed Breed,Large
27709,Akita,Extra Large
27710,Pit Bull Terrier,Large
27711,Beagle,Medium
27712,Basset Hound,Medium
27713,Pit Bull Terrier,Medium
27714,Border Terrier,Medium
27715,Terrier,Medium
27716,English Pointer,Large
27717,Weimaraner,Medium
27718,Mixed Breed,Medium
27719,Mixed Breed,Large
27720,Labrador Retriever,Large
27721,Shepherd,Large
27722,Mixed Breed,Medium
27723,Cattle Dog,Medium
27724,Chihuahua,Small
27725,Terrier,Large
27726,Pit Bull Terrier,Medium
27727,Chihuahua,Small
27728,Mixed Breed,Large
27729,Whippet,Medium
27730,Border Collie,Medium
27731,Mountain Cur,Large
27732,Terrier,Small
27733,Terrier,Small
27734,Australian Shepherd,Medium
27735,German Shepherd Dog,Medium
27736,Labrador Retriever,Medium
27737,Dachshund,Small
27738,American Bulldog,Medium
27739,American Bulldog,Large
27740,Coonhound,Large
27741,Labrador Retriever,Medium
